file1,file2,section,ssdeep,tlsh,mvhash,truth
link-coreutils_8-30_O2,timeout-coreutils_8-30_O2,full,0,-305,,no
link-coreutils_8-30_O2.text,timeout-coreutils_8-30_O2.text,text,0,-108,,no
link-coreutils_8-30_O2.data,timeout-coreutils_8-30_O2.data,data,0,,,no
link-coreutils_8-30_O2.rodata,comm-coreutils_8-30_O2.rodata,rodata,41,-574,,no
link-coreutils_8-30_O2,comm-coreutils_8-30_O2,full,0,-165,,no
link-coreutils_8-30_O2.text,comm-coreutils_8-30_O2.text,text,0,-117,,no
link-coreutils_8-30_O2.data,comm-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.text,false-coreutils_8-30_O2.text,text,0,-65,,no
unlink-coreutils_8-30_O2.data,false-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,false-coreutils_8-30_O2.rodata,rodata,66,-225,,no
unlink-coreutils_8-30_O2,false-coreutils_8-30_O2,full,33,-74,,no
unlink-coreutils_8-30_O2.text,dir-coreutils_8-30_O2.text,text,0,-822,,no
unlink-coreutils_8-30_O2.data,dir-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,dir-coreutils_8-30_O2.rodata,rodata,0,-1228,,no
unlink-coreutils_8-30_O2,dir-coreutils_8-30_O2,full,0,-800,,no
unlink-coreutils_8-30_O2.text,pathchk-coreutils_8-30_O2.text,text,0,11,,no
unlink-coreutils_8-30_O2.data,pathchk-coreutils_8-30_O2.data,data,17,,,no
unlink-coreutils_8-30_O2.rodata,pathchk-coreutils_8-30_O2.rodata,rodata,68,-665,,no
unlink-coreutils_8-30_O2,pathchk-coreutils_8-30_O2,full,30,-122,,no
unlink-coreutils_8-30_O2.text,factor-coreutils_8-30_O2.text,text,0,-502,,no
unlink-coreutils_8-30_O2.data,factor-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,factor-coreutils_8-30_O2.rodata,rodata,0,-1451,,no
unlink-coreutils_8-30_O2,factor-coreutils_8-30_O2,full,0,-757,,no
unlink-coreutils_8-30_O2.text,tee-coreutils_8-30_O2.text,text,0,-65,,no
unlink-coreutils_8-30_O2.data,tee-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,tee-coreutils_8-30_O2.rodata,rodata,44,-471,,no
unlink-coreutils_8-30_O2,tee-coreutils_8-30_O2,full,0,-162,,no
unlink-coreutils_8-30_O2.text,od-coreutils_8-30_O2.text,text,0,-497,,no
unlink-coreutils_8-30_O2.data,od-coreutils_8-30_O2.data,data,17,,,no
unlink-coreutils_8-30_O2.rodata,od-coreutils_8-30_O2.rodata,rodata,0,-1111,,no
unlink-coreutils_8-30_O2,od-coreutils_8-30_O2,full,0,-591,,no
unlink-coreutils_8-30_O2.text,stdbuf-coreutils_8-30_O2.text,text,0,-337,,no
unlink-coreutils_8-30_O2.data,stdbuf-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,stdbuf-coreutils_8-30_O2.rodata,rodata,40,-840,,no
unlink-coreutils_8-30_O2,stdbuf-coreutils_8-30_O2,full,0,-294,,no
unlink-coreutils_8-30_O2.text,paste-coreutils_8-30_O2.text,text,0,-65,,no
unlink-coreutils_8-30_O2.data,paste-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,paste-coreutils_8-30_O2.rodata,rodata,66,-702,,no
unlink-coreutils_8-30_O2,paste-coreutils_8-30_O2,full,36,-188,,no
unlink-coreutils_8-30_O2.text,echo-coreutils_8-30_O2.text,text,0,2,,no
unlink-coreutils_8-30_O2.data,echo-coreutils_8-30_O2.data,data,17,,,no
unlink-coreutils_8-30_O2.rodata,echo-coreutils_8-30_O2.rodata,rodata,35,-534,,no
unlink-coreutils_8-30_O2,echo-coreutils_8-30_O2,full,32,-134,,no
unlink-coreutils_8-30_O2.text,tsort-coreutils_8-30_O2.text,text,0,-105,,no
unlink-coreutils_8-30_O2.data,tsort-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,tsort-coreutils_8-30_O2.rodata,rodata,63,-208,,no
unlink-coreutils_8-30_O2,tsort-coreutils_8-30_O2,full,29,-151,,no
unlink-coreutils_8-30_O2.text,chgrp-coreutils_8-30_O2.text,text,0,-459,,no
unlink-coreutils_8-30_O2.data,chgrp-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,chgrp-coreutils_8-30_O2.rodata,rodata,29,-845,,no
unlink-coreutils_8-30_O2,chgrp-coreutils_8-30_O2,full,0,-477,,no
unlink-coreutils_8-30_O2.text,nl-coreutils_8-30_O2.text,text,0,-154,,no
unlink-coreutils_8-30_O2.data,nl-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,nl-coreutils_8-30_O2.rodata,rodata,33,-934,,no
unlink-coreutils_8-30_O2,nl-coreutils_8-30_O2,full,0,-260,,no
unlink-coreutils_8-30_O2.text,expr-coreutils_8-30_O2.text,text,0,-274,,no
unlink-coreutils_8-30_O2.data,expr-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,expr-coreutils_8-30_O2.rodata,rodata,0,-748,,no
unlink-coreutils_8-30_O2,expr-coreutils_8-30_O2,full,0,-254,,no
unlink-coreutils_8-30_O2.text,head-coreutils_8-30_O2.text,text,0,-208,,no
unlink-coreutils_8-30_O2.data,head-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,head-coreutils_8-30_O2.rodata,rodata,35,-574,,no
unlink-coreutils_8-30_O2,head-coreutils_8-30_O2,full,0,-257,,no
unlink-coreutils_8-30_O2.text,yes-coreutils_8-30_O2.text,text,0,11,,no
unlink-coreutils_8-30_O2.data,yes-coreutils_8-30_O2.data,data,17,,,no
unlink-coreutils_8-30_O2.rodata,yes-coreutils_8-30_O2.rodata,rodata,74,-345,,no
unlink-coreutils_8-30_O2,yes-coreutils_8-30_O2,full,30,-37,,no
unlink-coreutils_8-30_O2.text,[-coreutils_8-30_O2.text,text,0,-485,,no
unlink-coreutils_8-30_O2.data,[-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,[-coreutils_8-30_O2.rodata,rodata,33,-1197,,no
unlink-coreutils_8-30_O2,[-coreutils_8-30_O2,full,0,-571,,no
unlink-coreutils_8-30_O2.text,cksum-coreutils_8-30_O2.text,text,0,20,,no
unlink-coreutils_8-30_O2.data,cksum-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,cksum-coreutils_8-30_O2.rodata,rodata,0,-700,,no
unlink-coreutils_8-30_O2,cksum-coreutils_8-30_O2,full,0,-182,,no
unlink-coreutils_8-30_O2.text,base32-coreutils_8-30_O2.text,text,0,-165,,no
unlink-coreutils_8-30_O2.data,base32-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,base32-coreutils_8-30_O2.rodata,rodata,47,-491,,no
unlink-coreutils_8-30_O2,base32-coreutils_8-30_O2,full,0,-214,,no
unlink-coreutils_8-30_O2.text,kill-coreutils_8-30_O2.text,text,0,-77,,no
unlink-coreutils_8-30_O2.data,kill-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,kill-coreutils_8-30_O2.rodata,rodata,35,-511,,no
unlink-coreutils_8-30_O2,kill-coreutils_8-30_O2,full,0,-257,,no
unlink-coreutils_8-30_O2.text,hostid-coreutils_8-30_O2.text,text,0,40,,no
unlink-coreutils_8-30_O2.data,hostid-coreutils_8-30_O2.data,data,17,,,no
unlink-coreutils_8-30_O2.rodata,hostid-coreutils_8-30_O2.rodata,rodata,69,-459,,no
unlink-coreutils_8-30_O2,hostid-coreutils_8-30_O2,full,33,-80,,no
unlink-coreutils_8-30_O2.text,sha256sum-coreutils_8-30_O2.text,text,0,-545,,no
unlink-coreutils_8-30_O2.data,sha256sum-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,sha256sum-coreutils_8-30_O2.rodata,rodata,35,-797,,no
unlink-coreutils_8-30_O2,sha256sum-coreutils_8-30_O2,full,0,-662,,no
unlink-coreutils_8-30_O2.text,timeout-coreutils_8-30_O2.text,text,0,-108,,no
unlink-coreutils_8-30_O2.data,timeout-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,timeout-coreutils_8-30_O2.rodata,rodata,43,-797,,no
unlink-coreutils_8-30_O2,timeout-coreutils_8-30_O2,full,0,-320,,no
unlink-coreutils_8-30_O2.text,comm-coreutils_8-30_O2.text,text,0,-105,,no
unlink-coreutils_8-30_O2.data,comm-coreutils_8-30_O2.data,data,0,,,no
unlink-coreutils_8-30_O2.rodata,comm-coreutils_8-30_O2.rodata,rodata,38,-642,,no
unlink-coreutils_8-30_O2,comm-coreutils_8-30_O2,full,0,-234,,no
false-coreutils_8-30_O2.rodata,dir-coreutils_8-30_O2.rodata,rodata,0,-1334,,no
false-coreutils_8-30_O2.data,dir-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,dir-coreutils_8-30_O2.text,text,0,-931,,no
false-coreutils_8-30_O2,dir-coreutils_8-30_O2,full,0,-797,,no
false-coreutils_8-30_O2.rodata,pathchk-coreutils_8-30_O2.rodata,rodata,61,-488,,no
false-coreutils_8-30_O2.data,pathchk-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,pathchk-coreutils_8-30_O2.text,text,0,-100,,no
false-coreutils_8-30_O2,pathchk-coreutils_8-30_O2,full,32,-102,,no
false-coreutils_8-30_O2.rodata,factor-coreutils_8-30_O2.rodata,rodata,0,-1311,,no
false-coreutils_8-30_O2.data,factor-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,factor-coreutils_8-30_O2.text,text,0,-565,,no
false-coreutils_8-30_O2,factor-coreutils_8-30_O2,full,0,-742,,no
false-coreutils_8-30_O2.rodata,tee-coreutils_8-30_O2.rodata,rodata,44,-482,,no
false-coreutils_8-30_O2.data,tee-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,tee-coreutils_8-30_O2.text,text,0,-105,,no
false-coreutils_8-30_O2,tee-coreutils_8-30_O2,full,0,-194,,no
false-coreutils_8-30_O2.rodata,od-coreutils_8-30_O2.rodata,rodata,0,-1128,,no
false-coreutils_8-30_O2.data,od-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,od-coreutils_8-30_O2.text,text,0,-574,,no
false-coreutils_8-30_O2,od-coreutils_8-30_O2,full,0,-580,,no
false-coreutils_8-30_O2.rodata,stdbuf-coreutils_8-30_O2.rodata,rodata,43,-794,,no
false-coreutils_8-30_O2.data,stdbuf-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,stdbuf-coreutils_8-30_O2.text,text,0,-382,,no
false-coreutils_8-30_O2,stdbuf-coreutils_8-30_O2,full,0,-297,,no
false-coreutils_8-30_O2.rodata,paste-coreutils_8-30_O2.rodata,rodata,60,-622,,no
false-coreutils_8-30_O2.data,paste-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,paste-coreutils_8-30_O2.text,text,0,-117,,no
false-coreutils_8-30_O2,paste-coreutils_8-30_O2,full,38,-171,,no
false-coreutils_8-30_O2.rodata,echo-coreutils_8-30_O2.rodata,rodata,40,-477,,no
false-coreutils_8-30_O2.data,echo-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,echo-coreutils_8-30_O2.text,text,0,-48,,no
false-coreutils_8-30_O2,echo-coreutils_8-30_O2,full,36,-82,,no
false-coreutils_8-30_O2.rodata,tsort-coreutils_8-30_O2.rodata,rodata,60,-194,,no
false-coreutils_8-30_O2.data,tsort-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,tsort-coreutils_8-30_O2.text,text,0,-157,,no
false-coreutils_8-30_O2,tsort-coreutils_8-30_O2,full,30,-145,,no
false-coreutils_8-30_O2.rodata,chgrp-coreutils_8-30_O2.rodata,rodata,30,-828,,no
false-coreutils_8-30_O2.data,chgrp-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,chgrp-coreutils_8-30_O2.text,text,0,-425,,no
false-coreutils_8-30_O2,chgrp-coreutils_8-30_O2,full,0,-474,,no
false-coreutils_8-30_O2.rodata,nl-coreutils_8-30_O2.rodata,rodata,32,-822,,no
false-coreutils_8-30_O2.data,nl-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,nl-coreutils_8-30_O2.text,text,0,-188,,no
false-coreutils_8-30_O2,nl-coreutils_8-30_O2,full,0,-351,,no
false-coreutils_8-30_O2.rodata,expr-coreutils_8-30_O2.rodata,rodata,0,-722,,no
false-coreutils_8-30_O2.data,expr-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,expr-coreutils_8-30_O2.text,text,0,-382,,no
false-coreutils_8-30_O2,expr-coreutils_8-30_O2,full,0,-248,,no
false-coreutils_8-30_O2.rodata,head-coreutils_8-30_O2.rodata,rodata,36,-480,,no
false-coreutils_8-30_O2.data,head-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,head-coreutils_8-30_O2.text,text,0,-254,,no
false-coreutils_8-30_O2,head-coreutils_8-30_O2,full,0,-257,,no
false-coreutils_8-30_O2.rodata,yes-coreutils_8-30_O2.rodata,rodata,83,-151,100,no
false-coreutils_8-30_O2.data,yes-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,yes-coreutils_8-30_O2.text,text,0,-17,,no
false-coreutils_8-30_O2,yes-coreutils_8-30_O2,full,46,-25,,no
false-coreutils_8-30_O2.rodata,[-coreutils_8-30_O2.rodata,rodata,30,-962,5,no
false-coreutils_8-30_O2.data,[-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,[-coreutils_8-30_O2.text,text,0,-597,,no
false-coreutils_8-30_O2,[-coreutils_8-30_O2,full,0,-577,,no
false-coreutils_8-30_O2.rodata,cksum-coreutils_8-30_O2.rodata,rodata,0,-762,,no
false-coreutils_8-30_O2.data,cksum-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,cksum-coreutils_8-30_O2.text,text,0,-54,,no
false-coreutils_8-30_O2,cksum-coreutils_8-30_O2,full,0,-185,,no
false-coreutils_8-30_O2.rodata,base32-coreutils_8-30_O2.rodata,rodata,47,-360,,no
false-coreutils_8-30_O2.data,base32-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,base32-coreutils_8-30_O2.text,text,0,-154,,no
false-coreutils_8-30_O2,base32-coreutils_8-30_O2,full,0,-205,,no
false-coreutils_8-30_O2.rodata,kill-coreutils_8-30_O2.rodata,rodata,35,-388,,no
false-coreutils_8-30_O2.data,kill-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,kill-coreutils_8-30_O2.text,text,0,-177,,no
false-coreutils_8-30_O2,kill-coreutils_8-30_O2,full,0,-328,,no
false-coreutils_8-30_O2.rodata,hostid-coreutils_8-30_O2.rodata,rodata,71,-448,,no
false-coreutils_8-30_O2.data,hostid-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,hostid-coreutils_8-30_O2.text,text,0,-22,,no
false-coreutils_8-30_O2,hostid-coreutils_8-30_O2,full,33,-42,,no
false-coreutils_8-30_O2.rodata,sha256sum-coreutils_8-30_O2.rodata,rodata,35,-897,,no
false-coreutils_8-30_O2.data,sha256sum-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,sha256sum-coreutils_8-30_O2.text,text,0,-651,,no
false-coreutils_8-30_O2,sha256sum-coreutils_8-30_O2,full,0,-697,,no
false-coreutils_8-30_O2.rodata,timeout-coreutils_8-30_O2.rodata,rodata,47,-691,,no
false-coreutils_8-30_O2.data,timeout-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,timeout-coreutils_8-30_O2.text,text,0,-160,,no
false-coreutils_8-30_O2,timeout-coreutils_8-30_O2,full,0,-371,,no
false-coreutils_8-30_O2.rodata,comm-coreutils_8-30_O2.rodata,rodata,40,-560,,no
false-coreutils_8-30_O2.data,comm-coreutils_8-30_O2.data,data,0,,,no
false-coreutils_8-30_O2.text,comm-coreutils_8-30_O2.text,text,0,-145,,no
false-coreutils_8-30_O2,comm-coreutils_8-30_O2,full,0,-202,,no
dir-coreutils_8-30_O2.rodata,pathchk-coreutils_8-30_O2.rodata,rodata,0,-1314,,no
dir-coreutils_8-30_O2.data,pathchk-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,pathchk-coreutils_8-30_O2,full,0,-900,,no
dir-coreutils_8-30_O2.text,pathchk-coreutils_8-30_O2.text,text,0,-748,,no
dir-coreutils_8-30_O2.rodata,factor-coreutils_8-30_O2.rodata,rodata,0,-697,,no
dir-coreutils_8-30_O2.data,factor-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,factor-coreutils_8-30_O2,full,0,-328,,no
dir-coreutils_8-30_O2.text,factor-coreutils_8-30_O2.text,text,0,-334,,no
dir-coreutils_8-30_O2.rodata,tee-coreutils_8-30_O2.rodata,rodata,0,-1325,,no
dir-coreutils_8-30_O2.data,tee-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,tee-coreutils_8-30_O2,full,0,-680,,no
dir-coreutils_8-30_O2.text,tee-coreutils_8-30_O2.text,text,0,-788,,no
dir-coreutils_8-30_O2.rodata,od-coreutils_8-30_O2.rodata,rodata,33,-700,,no
dir-coreutils_8-30_O2.data,od-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,od-coreutils_8-30_O2,full,0,-277,,no
dir-coreutils_8-30_O2.text,od-coreutils_8-30_O2.text,text,0,-340,,no
dir-coreutils_8-30_O2.rodata,stdbuf-coreutils_8-30_O2.rodata,rodata,0,-902,,no
dir-coreutils_8-30_O2.data,stdbuf-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,stdbuf-coreutils_8-30_O2,full,0,-560,,no
dir-coreutils_8-30_O2.text,stdbuf-coreutils_8-30_O2.text,text,0,-517,,no
dir-coreutils_8-30_O2.rodata,paste-coreutils_8-30_O2.rodata,rodata,0,-1188,,no
dir-coreutils_8-30_O2.data,paste-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,paste-coreutils_8-30_O2,full,0,-774,,no
dir-coreutils_8-30_O2.text,paste-coreutils_8-30_O2.text,text,0,-785,,no
dir-coreutils_8-30_O2.rodata,echo-coreutils_8-30_O2.rodata,rodata,0,-1214,,no
dir-coreutils_8-30_O2.data,echo-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,echo-coreutils_8-30_O2,full,0,-782,,no
dir-coreutils_8-30_O2.text,echo-coreutils_8-30_O2.text,text,0,-811,,no
dir-coreutils_8-30_O2.rodata,tsort-coreutils_8-30_O2.rodata,rodata,0,-1177,,no
dir-coreutils_8-30_O2.data,tsort-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,tsort-coreutils_8-30_O2,full,0,-745,,no
dir-coreutils_8-30_O2.text,tsort-coreutils_8-30_O2.text,text,0,-740,,no
dir-coreutils_8-30_O2.rodata,chgrp-coreutils_8-30_O2.rodata,rodata,0,-1100,,no
dir-coreutils_8-30_O2.data,chgrp-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,chgrp-coreutils_8-30_O2,full,0,-365,,no
dir-coreutils_8-30_O2.text,chgrp-coreutils_8-30_O2.text,text,0,-494,,no
dir-coreutils_8-30_O2.rodata,nl-coreutils_8-30_O2.rodata,rodata,0,-1114,,no
dir-coreutils_8-30_O2.data,nl-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,nl-coreutils_8-30_O2,full,0,-580,,no
dir-coreutils_8-30_O2.text,nl-coreutils_8-30_O2.text,text,0,-720,,no
dir-coreutils_8-30_O2.rodata,expr-coreutils_8-30_O2.rodata,rodata,0,-1317,,no
dir-coreutils_8-30_O2.data,expr-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,expr-coreutils_8-30_O2,full,0,-534,,no
dir-coreutils_8-30_O2.text,expr-coreutils_8-30_O2.text,text,0,-517,,no
dir-coreutils_8-30_O2.rodata,head-coreutils_8-30_O2.rodata,rodata,0,-1000,,no
dir-coreutils_8-30_O2.data,head-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,head-coreutils_8-30_O2,full,0,-642,,no
dir-coreutils_8-30_O2.text,head-coreutils_8-30_O2.text,text,0,-600,,no
dir-coreutils_8-30_O2.rodata,yes-coreutils_8-30_O2.rodata,rodata,0,-1311,,no
dir-coreutils_8-30_O2.data,yes-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,yes-coreutils_8-30_O2,full,0,-725,,no
dir-coreutils_8-30_O2.text,yes-coreutils_8-30_O2.text,text,0,-882,,no
dir-coreutils_8-30_O2.rodata,[-coreutils_8-30_O2.rodata,rodata,0,-957,,no
dir-coreutils_8-30_O2.data,[-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,[-coreutils_8-30_O2,full,0,-471,,no
dir-coreutils_8-30_O2.text,[-coreutils_8-30_O2.text,text,0,-431,,no
dir-coreutils_8-30_O2.rodata,cksum-coreutils_8-30_O2.rodata,rodata,0,-1077,,no
dir-coreutils_8-30_O2.data,cksum-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,cksum-coreutils_8-30_O2,full,0,-797,,no
dir-coreutils_8-30_O2.text,cksum-coreutils_8-30_O2.text,text,0,-851,,no
dir-coreutils_8-30_O2.rodata,base32-coreutils_8-30_O2.rodata,rodata,0,-1105,,no
dir-coreutils_8-30_O2.data,base32-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,base32-coreutils_8-30_O2,full,0,-640,,no
dir-coreutils_8-30_O2.text,base32-coreutils_8-30_O2.text,text,0,-702,,no
dir-coreutils_8-30_O2.rodata,kill-coreutils_8-30_O2.rodata,rodata,0,-1122,,no
dir-coreutils_8-30_O2.data,kill-coreutils_8-30_O2.data,data,0,-808,,no
dir-coreutils_8-30_O2,kill-coreutils_8-30_O2,full,0,-614,,no
dir-coreutils_8-30_O2.text,kill-coreutils_8-30_O2.text,text,0,-682,,no
dir-coreutils_8-30_O2.rodata,hostid-coreutils_8-30_O2.rodata,rodata,0,-1351,,no
dir-coreutils_8-30_O2.data,hostid-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,hostid-coreutils_8-30_O2,full,0,-800,,no
dir-coreutils_8-30_O2.text,hostid-coreutils_8-30_O2.text,text,0,-888,,no
dir-coreutils_8-30_O2.rodata,sha256sum-coreutils_8-30_O2.rodata,rodata,0,-980,,no
dir-coreutils_8-30_O2.data,sha256sum-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,sha256sum-coreutils_8-30_O2,full,0,-608,,no
dir-coreutils_8-30_O2.text,sha256sum-coreutils_8-30_O2.text,text,0,-531,,no
dir-coreutils_8-30_O2.rodata,timeout-coreutils_8-30_O2.rodata,rodata,0,-954,,no
dir-coreutils_8-30_O2.data,timeout-coreutils_8-30_O2.data,data,0,-840,,no
dir-coreutils_8-30_O2,timeout-coreutils_8-30_O2,full,0,-534,,no
dir-coreutils_8-30_O2.text,timeout-coreutils_8-30_O2.text,text,0,-682,,no
dir-coreutils_8-30_O2.rodata,comm-coreutils_8-30_O2.rodata,rodata,0,-977,,no
dir-coreutils_8-30_O2.data,comm-coreutils_8-30_O2.data,data,0,,,no
dir-coreutils_8-30_O2,comm-coreutils_8-30_O2,full,0,-542,,no
dir-coreutils_8-30_O2.text,comm-coreutils_8-30_O2.text,text,0,-734,,no
pathchk-coreutils_8-30_O2.text,factor-coreutils_8-30_O2.text,text,0,-468,,no
pathchk-coreutils_8-30_O2,factor-coreutils_8-30_O2,full,0,-840,,no
pathchk-coreutils_8-30_O2.data,factor-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,factor-coreutils_8-30_O2.rodata,rodata,0,-954,,no
pathchk-coreutils_8-30_O2.text,tee-coreutils_8-30_O2.text,text,0,-31,,no
pathchk-coreutils_8-30_O2,tee-coreutils_8-30_O2,full,0,-217,,no
pathchk-coreutils_8-30_O2.data,tee-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,tee-coreutils_8-30_O2.rodata,rodata,44,-571,,no
pathchk-coreutils_8-30_O2.text,od-coreutils_8-30_O2.text,text,0,-414,,no
pathchk-coreutils_8-30_O2,od-coreutils_8-30_O2,full,0,-657,,no
pathchk-coreutils_8-30_O2.data,od-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,od-coreutils_8-30_O2.rodata,rodata,0,-948,,no
pathchk-coreutils_8-30_O2.text,stdbuf-coreutils_8-30_O2.text,text,0,-271,,no
pathchk-coreutils_8-30_O2,stdbuf-coreutils_8-30_O2,full,0,-360,,no
pathchk-coreutils_8-30_O2.data,stdbuf-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,stdbuf-coreutils_8-30_O2.rodata,rodata,36,-620,,no
pathchk-coreutils_8-30_O2.text,paste-coreutils_8-30_O2.text,text,0,-14,,no
pathchk-coreutils_8-30_O2,paste-coreutils_8-30_O2,full,27,-114,,no
pathchk-coreutils_8-30_O2.data,paste-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,paste-coreutils_8-30_O2.rodata,rodata,66,-305,,no
pathchk-coreutils_8-30_O2.text,echo-coreutils_8-30_O2.text,text,0,-14,,no
pathchk-coreutils_8-30_O2,echo-coreutils_8-30_O2,full,32,-145,,no
pathchk-coreutils_8-30_O2.data,echo-coreutils_8-30_O2.data,data,17,,,no
pathchk-coreutils_8-30_O2.rodata,echo-coreutils_8-30_O2.rodata,rodata,40,-751,,no
pathchk-coreutils_8-30_O2.text,tsort-coreutils_8-30_O2.text,text,0,-62,,no
pathchk-coreutils_8-30_O2,tsort-coreutils_8-30_O2,full,33,-151,,no
pathchk-coreutils_8-30_O2.data,tsort-coreutils_8-30_O2.data,data,18,,,no
pathchk-coreutils_8-30_O2.rodata,tsort-coreutils_8-30_O2.rodata,rodata,60,-531,,no
pathchk-coreutils_8-30_O2.text,chgrp-coreutils_8-30_O2.text,text,0,-457,,no
pathchk-coreutils_8-30_O2,chgrp-coreutils_8-30_O2,full,0,-568,,no
pathchk-coreutils_8-30_O2.data,chgrp-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,chgrp-coreutils_8-30_O2.rodata,rodata,36,-748,,no
pathchk-coreutils_8-30_O2.text,nl-coreutils_8-30_O2.text,text,0,-117,,no
pathchk-coreutils_8-30_O2,nl-coreutils_8-30_O2,full,0,-385,,no
pathchk-coreutils_8-30_O2.data,nl-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,nl-coreutils_8-30_O2.rodata,rodata,36,-517,,no
pathchk-coreutils_8-30_O2.text,expr-coreutils_8-30_O2.text,text,0,-220,,no
pathchk-coreutils_8-30_O2,expr-coreutils_8-30_O2,full,0,-317,,no
pathchk-coreutils_8-30_O2.data,expr-coreutils_8-30_O2.data,data,0,,,no
pathchk-coreutils_8-30_O2.rodata,expr-coreutils_8-30_O2.rodata,rodata,0,-648,,no
pathchk-coreutils_8-30_O2.text,head-coreutils_8-30_O2.text,text,0,-171,,no
